Date/Time,ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 03/24  10:00:00,0.0,0.0,20.211354779567273,16.200000000000003,1.0,20.211354779567273,9.600000000000001,1.0,20.211354779567273,0.0,0.0,20.211354779567273,48.0,1.0,38.5625,6.0,1.0,20.211354779567273,78.0562768861675,0.0,78.0562768861675,281002.596790203,0.0,281002.596790203,6.0,1.0,20.211354779567273,78.0562768861675,0.0,78.0562768861675,281002.596790203,0.0,281002.596790203,20.0,18.710735351735863,3349082.8639849937,0.0 
 03/24  11:00:00,0.0,0.0,53.63853879636774,16.200000000000003,1.0,53.803733050049786,9.600000000000001,1.0,53.9626351819299,0.0,0.0,53.63853879636774,48.0,1.0,101.54320575391137,6.0,1.0,53.9626351819299,208.45320584457727,1.1454689607887907,207.3077368837885,750431.5410404783,4123.688258839647,746307.8527816386,6.0,1.0,53.9626351819299,208.45320584457727,1.1454689607887907,207.3077368837885,750431.5410404783,4123.688258839647,746307.8527816386,20.0,18.922923752703653,2768156.6526789176,0.0 
 03/24  12:00:00,0.0,0.0,78.49042165055447,16.200000000000003,1.0,79.18850383455555,9.600000000000001,1.0,84.48247572528058,0.0,0.0,78.49042165055447,48.0,1.0,153.4083899216871,6.0,1.0,84.48247572528058,327.0770648060902,13.642611876376986,313.43445292971325,1177477.4333019247,49113.40275495715,1128364.0305469676,6.0,1.0,84.48247572528058,327.0770648060902,13.642611876376986,313.43445292971325,1177477.4333019247,49113.40275495715,1128364.0305469676,20.0,19.249596118280433,1977198.1868196717,0.0 
 03/24  13:00:00,0.0,0.0,122.89782793170126,0.0,0.0,122.89782793170126,9.600000000000001,1.0,144.34614389526473,16.200000000000003,1.0,127.47517598973074,48.0,1.0,251.48300843114282,6.0,1.0,144.34614389526473,559.6647125565738,38.60343281488192,521.061279741692,2014792.9652036657,138972.3581335749,1875820.607070091,6.0,1.0,144.34614389526473,559.6647125565738,38.60343281488192,521.061279741692,2014792.9652036657,138972.3581335749,1875820.607070091,20.0,19.88329736826091,939971.6601538653,0.0 
 03/24  14:00:00,0.0,0.0,103.43580086869274,0.0,0.0,103.43580086869274,9.600000000000001,1.0,147.50464464822625,16.200000000000003,1.0,138.33465245899353,48.0,1.0,228.98484818331346,6.0,1.0,147.50464464822625,571.4165266701909,99.46249547188498,471.954031198306,2057099.4960126877,358064.9836987859,1699034.5123139017,6.0,1.0,147.50464464822625,571.4165266701909,99.46249547188498,471.954031198306,2057099.4960126877,358064.9836987859,1699034.5123139017,20.01279408199914,20.300173098621894,374923.5303950272,0.0 
 03/24  15:00:00,0.0,0.0,133.14735271810432,0.0,0.0,133.14735271810432,9.600000000000001,1.0,293.37889379712067,16.200000000000003,1.0,338.2740137279197,48.0,1.0,375.88145396705113,6.0,1.0,293.37889379712067,1112.3746843715355,375.97993352646847,736.394750845067,4004548.863737528,1353527.7606952866,2651021.103042241,6.0,1.0,293.37889379712067,1112.3746843715355,375.97993352646847,736.394750845067,4004548.863737528,1353527.7606952866,2651021.103042241,21.283624836873003,21.9487643191382,0.0,0.0 
 03/24  16:00:00,0.0,0.0,96.81575608076281,0.0,0.0,96.81575608076281,9.600000000000001,1.0,250.93469519099014,16.200000000000003,1.0,430.86006754685747,48.0,1.0,306.0973886855919,6.0,1.0,250.93469519099014,873.233942615786,349.14569788374786,524.0882447320381,3143642.193416829,1256924.5123814922,1886717.6810353375,6.0,1.0,250.93469519099014,873.233942615786,349.14569788374786,524.0882447320381,3143642.193416829,1256924.5123814922,1886717.6810353375,23.029516965538445,23.658292489706856,0.0,0.0 
 03/24  17:00:00,0.0,0.0,48.204856089365535,0.0,0.0,48.204856089365535,9.600000000000001,1.0,142.6106979755207,16.200000000000003,1.0,416.76651193524447,48.0,1.0,165.17173404141383,6.0,1.0,142.6106979755207,411.12844965212383,151.59228911465956,259.53616053746424,1480062.4187476458,545732.2408127745,934330.177934871,6.0,1.0,142.6106979755207,411.12844965212383,151.59228911465956,259.53616053746424,1480062.4187476458,545732.2408127745,934330.177934871,23.29633318321664,23.776257494148666,0.0,0.0 
 03/24  18:00:00,0.0,0.0,3.276227884451091,0.0,0.0,3.276227884451091,9.600000000000001,1.0,7.540336855039212,16.200000000000003,1.0,36.17640172514371,48.0,1.0,9.103963967451186,6.0,1.0,7.540336855039212,19.752903051104056,2.9184826823219026,16.834420368782155,71110.4509839746,10506.537656358849,60603.91332761576,6.0,1.0,7.540336855039212,19.752903051104056,2.9184826823219026,16.834420368782155,71110.4509839746,10506.537656358849,60603.91332761576,21.67891991758438,22.023536791201924,0.0,0.0 
 03/24  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.091876900622072,20.166393446648254,525793.2715750865,0.0 
 03/24  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000002515,19.415051850767014,1818207.8154681954,0.0 
 03/24  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.02321410727879,2664491.2670479543,0.0 
 03/24  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.7850114213926,3244639.21798416,0.0 
 03/24  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.631672259644386,3640336.9692231645,0.0 
 03/24  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.53713440117408,3908178.444863802,0.0 
 03/25  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.473676814882943,4091881.4853759278,0.0 
 03/25  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.43376860798826,4199504.688387242,0.0 
 03/25  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.413999313872687,4248526.449604247,0.0 
 03/25  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.40368439616217,4266983.529616664,0.0 
 03/25  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.39290098498958,4298717.480470932,0.0 
 03/25  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.37467988621865,4352055.61450612,0.0 
 03/25  07:00:00,0.0,0.0,41.07651047803685,16.200000000000003,1.0,585.3713048571796,9.600000000000001,1.0,83.67927592992876,0.0,0.0,41.07651047803685,48.0,1.0,119.39288601460046,6.0,1.0,83.67927592992876,211.9922193346237,25.749872237018863,186.24234709760486,763171.9896046454,92699.5400532679,670472.4495513774,6.0,1.0,83.67927592992876,211.9922193346237,25.749872237018863,186.24234709760486,763171.9896046454,92699.5400532679,670472.4495513774,20.0,18.638416855308375,3637354.0559307914,0.0 
 03/25  08:00:00,0.0,0.0,72.02457383744662,16.200000000000003,1.0,881.2729456717201,9.600000000000001,1.0,275.0548749725091,0.0,0.0,72.02457383744662,48.0,1.0,323.00476396105273,6.0,1.0,275.0548749725091,718.261419169983,360.906330587831,357.355088582152,2585741.109011939,1299262.7901161916,1286478.3188957472,6.0,1.0,275.0548749725091,718.261419169983,360.906330587831,357.355088582152,2585741.109011939,1299262.7901161916,1286478.3188957472,20.0,19.61891806224986,1323193.4977331194,0.0 
 03/25  09:00:00,0.0,0.0,96.75016142713861,16.200000000000003,1.0,867.7951470022813,9.600000000000001,1.0,461.3706868041709,0.0,0.0,96.75016142713861,48.0,1.0,521.9593937072843,6.0,1.0,461.3706868041709,1514.4082236492284,1027.0254776385134,487.38274601071504,5451869.605137222,3697291.7194986483,1754577.8856385741,6.0,1.0,461.3706868041709,1514.4082236492284,1027.0254776385134,487.38274601071504,5451869.605137222,3697291.7194986483,1754577.8856385741,21.807410383137356,22.455408156546877,0.0,0.0 
 03/25  10:00:00,0.0,0.0,117.35140239020421,16.200000000000003,1.0,725.392831970319,9.600000000000001,1.0,611.8193817640528,0.0,0.0,117.35140239020421,48.0,1.0,687.4153676910443,6.0,1.0,611.8193817640528,2278.5459775369454,1711.2280346125033,567.317942924442,8202765.519133003,6160420.924605012,2042344.5945279915,6.0,1.0,611.8193817640528,2278.5459775369454,1711.2280346125033,567.317942924442,8202765.519133003,6160420.924605012,2042344.5945279915,26.353379027179013,27.652885890607074,0.0,1565230.5580561385 
 03/25  11:00:00,0.0,0.0,127.3225937393062,16.200000000000003,1.0,515.394019939533,9.600000000000001,1.0,718.1918965181959,0.0,0.0,127.3225937393062,48.0,1.0,803.0033802107758,6.0,1.0,718.1918965181959,2834.857359084038,2212.6431631557334,622.2141959283043,10205486.492702536,7965515.387360641,2239971.1053418955,6.0,1.0,718.1918965181959,2834.857359084038,2212.6431631557334,622.2141959283043,10205486.492702536,7965515.387360641,2239971.1053418955,26.999997264823108,30.491688895879605,0.0,9333770.791301182 
 03/25  12:00:00,0.0,0.0,131.26537460812676,16.200000000000003,1.0,259.41701904450883,9.600000000000001,1.0,768.5418787318584,0.0,0.0,131.26537460812676,48.0,1.0,857.7602417105782,6.0,1.0,768.5418787318584,3101.552966598034,2455.8121563784857,645.7408102195482,11165590.679752922,8840923.76296255,2324666.9167903727,6.0,1.0,768.5418787318584,3101.552966598034,2455.8121563784857,645.7408102195482,11165590.679752922,8840923.76296255,2324666.9167903727,26.999999988938406,31.898647564053277,0.0,15271410.263675392 
 03/25  13:00:00,0.0,0.0,137.2433068422035,0.0,0.0,137.2433068422035,9.600000000000001,1.0,709.0497287427968,16.200000000000003,1.0,257.6292961689901,48.0,1.0,785.8969594379636,6.0,1.0,709.0497287427968,2851.2056514987116,2074.7178107341915,776.4878407645209,10264340.345395364,7468984.118643089,2795356.226752275,6.0,1.0,709.0497287427968,2851.2056514987116,2074.7178107341915,776.4878407645209,10264340.345395364,7468984.118643089,2795356.226752275,26.999999999891436,32.42191363056415,0.0,17745206.750764616 
 03/25  14:00:00,0.0,0.0,165.4565963263094,0.0,0.0,165.4565963263094,9.600000000000001,1.0,385.4663644162574,16.200000000000003,1.0,308.6203445433182,48.0,1.0,488.46170881813913,6.0,1.0,385.4663644162574,1503.893562668521,528.5179314382038,975.3756312303171,5414016.825606676,1902664.5531775341,3511352.2724291417,6.0,1.0,385.4663644162574,1503.893562668521,528.5179314382038,975.3756312303171,5414016.825606676,1902664.5531775341,3511352.2724291417,26.999999999998906,31.455645572305954,0.0,13831130.256008329 
 03/25  15:00:00,0.0,0.0,137.1204336000521,0.0,0.0,137.1204336000521,9.600000000000001,1.0,309.7129596912016,16.200000000000003,1.0,362.66464636854283,48.0,1.0,399.053592689481,6.0,1.0,309.7129596912016,1168.3625069887125,412.5954938187354,755.767013169977,4206105.025159365,1485343.7777474474,2720761.247411917,6.0,1.0,309.7129596912016,1168.3625069887125,412.5954938187354,755.767013169977,4206105.025159365,1485343.7777474474,2720761.247411917,26.999999999999993,30.41350185394004,0.0,9622567.404774746 
 03/25  16:00:00,0.0,0.0,93.31272776102293,0.0,0.0,93.31272776102293,9.600000000000001,1.0,313.35148099362954,16.200000000000003,1.0,572.0436573685092,48.0,1.0,358.44167894336556,6.0,1.0,313.35148099362954,1061.0933961865367,528.9531178701028,532.1402783164338,3819936.2262715315,1904231.22433237,1915705.0019391617,6.0,1.0,313.35148099362954,1061.0933961865367,528.9531178701028,532.1402783164338,3819936.2262715315,1904231.22433237,1915705.0019391617,27.0,29.93662719242441,0.0,7841514.731905116 
 03/25  17:00:00,0.0,0.0,47.67762059156259,0.0,0.0,47.67762059156259,9.600000000000001,1.0,137.37099068634762,16.200000000000003,1.0,404.48995947616794,48.0,1.0,164.91415274504868,6.0,1.0,137.37099068634762,394.4328018185363,143.1587877370177,251.27401408151854,1419958.0865467305,515371.6358532637,904586.4506934667,6.0,1.0,137.37099068634762,394.4328018185363,143.1587877370177,251.27401408151854,1419958.0865467305,515371.6358532637,904586.4506934667,27.0,28.96330079273286,0.0,4739570.524755936 
 03/25  18:00:00,5.4,0.25,3.3996310277904183,0.0,0.0,3.3996310277904183,7.200000000000001,0.75,7.265092604755388,16.200000000000003,1.0,34.74635316989336,48.0,1.0,9.081439280696303,4.5,0.75,7.265092604755388,19.66316944817133,2.4053556884423006,17.25781375972903,70787.4100134168,8659.280478392282,62128.129535024505,4.5,0.75,7.265092604755388,19.66316944817133,2.4053556884423006,17.25781375972903,70787.4100134168,8659.280478392282,62128.129535024505,27.0,27.67450545674269,0.0,1112309.9174290516 
 03/25  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.983704685797615,26.09528521662477,0.0,0.0 
 03/25  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81732594632843,23.976454645350685,0.0,0.0 
 03/25  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71621379736336,21.895742319160668,0.0,0.0 
 03/25  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.118863408851105,20.10628676193326,470525.3396370944,0.0 
 03/25  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000578943,19.32567554312307,1887417.4754401809,0.0 
 03/25  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.89728823587839,2913306.7564689405,0.0 
 03/26  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.630189603938504,3644612.336228378,0.0 
 03/26  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.454960775977305,4168396.9748672433,0.0 
 03/26  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999996,18.333065760937856,4557851.881565752,0.0 
 03/26  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.2461677666409,4848207.655345473,0.0 
 03/26  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.182314463842438,5071631.220637254,0.0 
 03/26  06:00:00,5.4,0.25,6.5318257285920716,4.050000000000001,0.25,66.62772015339415,0.0,0.0,3.935804392782468,0.0,0.0,3.935804392782468,12.0,0.25,8.858361710180864,0.0,0.0,3.935804392782468,15.200081380165654,0.0,15.200081380165654,54720.29296859635,0.0,54720.29296859635,0.0,0.0,3.935804392782468,15.200081380165654,0.0,15.200081380165654,54720.29296859635,0.0,54720.29296859635,20.0,18.144114464292343,5221024.8672096515,0.0 
 03/26  07:00:00,0.0,0.0,43.043778799479284,16.200000000000003,1.0,533.9475549354912,9.600000000000001,1.0,79.64937804831374,0.0,0.0,43.043778799479284,48.0,1.0,120.89565960210643,6.0,1.0,79.64937804831374,214.87518675022164,21.052291621581993,193.82289512863963,773550.6723007979,75788.24983769517,697762.4224631027,6.0,1.0,79.64937804831374,214.87518675022164,21.052291621581993,193.82289512863963,773550.6723007979,75788.24983769517,697762.4224631027,20.0,18.427240682593094,4379331.700691975,0.0 
 03/26  08:00:00,0.0,0.0,73.3479189614716,16.200000000000003,1.0,881.9181694805211,9.600000000000001,1.0,272.71624149839965,0.0,0.0,73.3479189614716,48.0,1.0,328.9376613183818,6.0,1.0,272.71624149839965,709.0451240834202,347.6269733574085,361.4181507260117,2552562.4467003127,1251457.1040866706,1301105.342613642,6.0,1.0,272.71624149839965,709.0451240834202,347.6269733574085,361.4181507260117,2552562.4467003127,1251457.1040866706,1301105.342613642,20.0,19.436611107220454,1723827.2651472213,0.0 
 03/26  09:00:00,0.0,0.0,97.6073627320981,16.200000000000003,1.0,868.5274373320817,9.600000000000001,1.0,457.9512452806537,0.0,0.0,97.6073627320981,48.0,1.0,527.6383539778144,6.0,1.0,457.9512452806537,1494.2053824478444,1004.5557393984946,489.64964304935006,5379139.37681224,3616400.66183458,1762738.7149776602,6.0,1.0,457.9512452806537,1494.2053824478444,1004.5557393984946,489.64964304935006,5379139.37681224,3616400.66183458,1762738.7149776602,21.695772732511955,22.319767830343487,0.0,0.0 
 03/26  10:00:00,0.0,0.0,129.0281475177754,16.200000000000003,1.0,685.428460393896,9.600000000000001,1.0,570.3854911672142,0.0,0.0,129.0281475177754,48.0,1.0,651.114097223925,6.0,1.0,570.3854911672142,2116.205833412405,1407.9383758172648,708.2674575951401,7618341.000284659,5068578.152942155,2549762.847342504,6.0,1.0,570.3854911672142,2116.205833412405,1407.9383758172648,708.2674575951401,7618341.000284659,5068578.152942155,2549762.847342504,26.361362974109767,27.6896874370053,0.0,1561488.6738410979 
 03/26  11:00:00,0.0,0.0,187.8218478790165,16.200000000000003,1.0,355.0555818080795,9.600000000000001,1.0,433.39288017362344,0.0,0.0,187.8218478790165,48.0,1.0,563.1674706640639,6.0,1.0,433.39288017362344,1685.7818791198856,584.7163500042337,1101.0655291156518,6068814.764831588,2104978.8600152414,3963835.9048163462,6.0,1.0,433.39288017362344,1685.7818791198856,584.7163500042337,1101.0655291156518,6068814.764831588,2104978.8600152414,3963835.9048163462,26.99999744668451,29.679620917590604,0.0,6362162.5020865295 
 03/26  12:00:00,0.0,0.0,185.59992444002043,16.200000000000003,1.0,239.23313475517557,9.600000000000001,1.0,507.4787227602431,0.0,0.0,185.59992444002043,48.0,1.0,626.4823414238392,6.0,1.0,507.4787227602431,2005.6330925029856,869.4831113615235,1136.1499811414624,7220279.133010748,3130139.200901484,4090139.932109264,6.0,1.0,507.4787227602431,2005.6330925029856,869.4831113615235,1136.1499811414624,7220279.133010748,3130139.200901484,4090139.932109264,26.99999999731458,30.30041210806434,0.0,8656652.73740434 
 03/26  13:00:00,0.0,0.0,132.05287979710215,0.0,0.0,132.05287979710215,9.600000000000001,1.0,736.8020826586163,16.200000000000003,1.0,272.2814429515559,48.0,1.0,827.7638900350287,6.0,1.0,736.8020826586163,2959.230650462813,2259.3676537520246,699.8629967107888,10653230.341666127,8133723.553507288,2519506.7881588396,6.0,1.0,736.8020826586163,2959.230650462813,2259.3676537520246,699.8629967107888,10653230.341666127,8133723.553507288,2519506.7881588396,26.99999999999264,31.51129097025833,0.0,13542884.117279343 
 03/26  14:00:00,0.0,0.0,125.46206948451712,0.0,0.0,125.46206948451712,9.600000000000001,1.0,658.0614652175575,16.200000000000003,1.0,489.684846002059,48.0,1.0,739.2575141237771,6.0,1.0,658.0614652175575,2584.18974697187,1907.437879201643,676.7518677702274,9303083.089098733,6866776.365125913,2436306.723972819,6.0,1.0,658.0614652175575,2584.18974697187,1907.437879201643,676.7518677702274,9303083.089098733,6866776.365125913,2436306.723972819,26.999999999999947,31.92547095156052,0.0,15558295.731233038 
 03/26  15:00:00,0.0,0.0,130.67498394485196,0.0,0.0,130.67498394485196,9.600000000000001,1.0,411.13677798949817,16.200000000000003,1.0,480.1184437390694,48.0,1.0,480.54665364070877,6.0,1.0,411.13677798949817,1545.8615697274718,762.1811937358967,783.6803759915751,5565101.651018899,2743852.2974492284,2821249.3535696706,6.0,1.0,411.13677798949817,1545.8615697274718,762.1811937358967,783.6803759915751,5565101.651018899,2743852.2974492284,2821249.3535696706,27.000000000000004,31.17453026149699,0.0,12597146.921480827 
 03/26  16:00:00,0.0,0.0,96.13101103292072,0.0,0.0,96.13101103292072,9.600000000000001,1.0,195.4500744534354,16.200000000000003,1.0,316.5505760535811,48.0,1.0,261.31523528198477,6.0,1.0,195.4500744534354,693.695257560156,201.1247952677645,492.5704622923915,2497302.9272165615,724049.2629639523,1773253.6642526095,6.0,1.0,195.4500744534354,693.695257560156,201.1247952677645,492.5704622923915,2497302.9272165615,724049.2629639523,1773253.6642526095,27.0,29.74918127918975,0.0,7282321.51143702 
 03/26  17:00:00,0.0,0.0,49.793344274699756,0.0,0.0,49.793344274699756,9.600000000000001,1.0,120.85012220539568,16.200000000000003,1.0,346.38974166831565,48.0,1.0,152.53290270481438,6.0,1.0,120.85012220539568,359.02176871672395,103.36595699053845,255.65581172618548,1292478.367380206,372117.4451659384,920360.9222142678,6.0,1.0,120.85012220539568,359.02176871672395,103.36595699053845,255.65581172618548,1292478.367380206,372117.4451659384,920360.9222142678,27.0,28.620783253283214,0.0,3540109.789485869 
